year,km driven,fuel type,seller type,transmission,owner,seats,max_power (in bph),Mileage,Engine (CC),selling price
2013,57000,Petrol,Individual,Manual,2,5,67.04,20.51,998,300000
2017,27000,Petrol,Individual,Manual,1,5,91.1,20.73,1373,850000
2011,40000,Petrol,Individual,Manual,2,5,67.1,20.92,998,229999
2015,60000,Petrol,Individual,Manual,1,5,67.04,23.1,998,400000
2015,43000,Petrol,Individual,Manual,2,5,55.2,21.1,814,250999
2016,64000,Petrol,Individual,Manual,1,5,81.8,20.4,1197,450000
2017,96000,Diesel,Individual,Manual,1,5,83.8,19.87,1461,575000
2013,96000,Diesel,Individual,Manual,1,5,83.8,20.46,1461,400000
2019,7600,Petrol,Individual,Manual,1,5,67,21.63,998,480000
2019,7000,Petrol,Individual,Manual,1,5,67,21.63,998,490000
2017,50000,Diesel,Individual,Manual,1,5,74,22.95,1248,600000
2015,80000,Diesel,Individual,Manual,1,5,88.7,23,1248,425000
2015,34000,Petrol,Individual,Manual,1,5,67.04,20.51,998,360000
2014,29340,Diesel,Individual,Manual,1,5,126.32,22.32,1582,755000
2011,120000,Diesel,Individual,Manual,1,5,68,20,1399,215000
2007,70000,Petrol,Individual,Manual,2,5,68.05,19.81,1086,190000
2014,81000,Diesel,Dealer,Manual,1,5,74,23.4,1248,438999
2015,240000,Diesel,Individual,Manual,1,7,108.5,19.98,1461,550000
2013,88200,Diesel,Individual,Manual,1,5,73.94,23.2,1248,375000
2016,35000,Petrol,Individual,Manual,1,5,47.3,22.74,796,270000
2011,80000,Diesel,Individual,Manual,1,5,69,23.03,1396,220000
2019,7500,Petrol,Individual,Automatic,1,5,81.8,21.21,1197,600000
2016,40800,Petrol,Individual,Manual,1,5,55.2,21.1,814,300000
2016,8588,Petrol,Individual,Manual,1,5,81.8,22,1197,550000
2018,150000,Diesel,Individual,Manual,1,5,67.05,23.59,1364,670000
2016,50000,Petrol,Individual,Manual,1,5,68.05,19.81,1086,425000
2018,22000,Diesel,Individual,Manual,1,5,65,21.03,1461,750000
2016,50000,Diesel,Individual,Manual,1,5,74,22.95,1248,475000
2015,120000,Diesel,Individual,Manual,2,7,88.76,20.77,1248,700000
2012,90000,Diesel,Individual,Manual,2,5,73.94,23.2,1248,240000
2015,30000,Petrol,Individual,Manual,1,5,67.04,23.1,998,400000
2014,80000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,545000
2016,100000,Diesel,Individual,Manual,1,5,88.7,21.38,1396,725000
2011,85000,Diesel,Individual,Manual,2,5,73.9,21.1,1248,204999
2012,110000,Petrol,Individual,Manual,3,5,67.1,20.92,998,204000
2018,25000,Petrol,Individual,Manual,1,5,68.05,20.3,998,350000
2013,100000,Diesel,Individual,Manual,1,5,103.6,20.54,1598,350000
2012,120000,Diesel,Individual,Manual,2,5,68,20,1399,175000
2011,90000,Diesel,Individual,Manual,1,5,103.6,20.54,1598,340000
2013,97000,Diesel,Individual,Manual,1,5,74,22.9,1248,360000
2007,60000,Petrol,Individual,Manual,3,5,46.3,19.7,796,100000
2014,70000,Diesel,Individual,Manual,1,5,74,23.4,1248,450000
2011,40000,Petrol,Individual,Manual,1,5,85.8,21.1,1197,215000
2015,80000,Diesel,Individual,Manual,1,5,88.8,20.14,1498,416000
2010,70000,Petrol,Individual,Manual,2,5,67.1,20.92,998,145000
2016,30000,Petrol,Individual,Manual,2,5,67.04,20.51,998,340000
2015,50000,Petrol,Individual,Manual,1,5,47.3,22.74,796,300000
2010,150000,Diesel,Individual,Manual,3,5,88.8,21.12,1248,170000
2013,60000,Diesel,Individual,Manual,3,7,88.8,20.77,1248,600000
2019,5000,Petrol,Individual,Manual,1,5,68,20.3,1086,509999
2015,55000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,280000
2015,40000,Diesel,Individual,Manual,1,5,98.59,22.77,1498,600000
2019,36800,Diesel,Dealer,Manual,1,5,88,20.14,1498,695000
2016,60000,Petrol,Dealer,Manual,1,5,67.05,21.79,998,355000
2018,40000,Diesel,Dealer,Manual,1,5,88,20.14,1498,650000
2011,90000,Diesel,Individual,Manual,2,5,73.9,21.1,1248,300000
2012,110000,Diesel,Individual,Manual,2,5,63.12,23.08,1461,225000
2014,80000,Diesel,Individual,Manual,1,5,126.32,22.32,1582,700000
2016,80000,Diesel,Individual,Manual,1,5,88.73,21.19,1396,800000
2010,120000,Diesel,Individual,Manual,2,5,87.2,21.43,1364,450000
2016,79000,Diesel,Dealer,Manual,1,5,126.2,19.67,1582,925000
2013,139000,Diesel,Individual,Manual,1,7,88.76,20.77,1248,620000
2019,7720,Petrol,Individual,Manual,1,7,71,20,999,786000
2002,60000,Diesel,Individual,Manual,2,5,58,20.8,1527,120000
2016,100000,Diesel,Individual,Manual,1,5,64.1,20.8,1461,750000
2015,30000,Petrol,Individual,Manual,2,5,67.04,23.1,998,290000
2019,5000,Petrol,Individual,Manual,1,5,68,20.3,1086,500000
2013,50000,Diesel,Individual,Manual,1,5,88.8,21.02,1248,250000
2013,80000,Diesel,Individual,Manual,1,5,69,23.03,1396,220000
2017,42000,Diesel,Dealer,Manual,1,5,98.96,23,1498,960000
2019,15000,Petrol,Dealer,Automatic,1,5,103.25,20.28,1462,1025000
2017,80000,Petrol,Dealer,Manual,1,5,81.8,22,1197,700000
2016,60000,Diesel,Dealer,Manual,1,5,98.59,22.77,1498,780000
2017,70000,Diesel,Dealer,Manual,1,5,126.32,22.32,1582,1050000
2016,100000,Diesel,Individual,Manual,1,5,74,22.95,1248,400000
2009,90000,Petrol,Individual,Manual,2,5,46.3,19.7,796,85000
2018,50000,Petrol,Individual,Manual,1,5,67,23.01,999,260000
2011,40000,Petrol,Individual,Manual,1,5,46.3,19.7,796,155000
2010,105000,Petrol,Individual,Manual,1,5,46.3,19.7,796,132000
2018,30000,Diesel,Individual,Manual,1,5,88.76,22.54,1396,750000
2011,80000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,240000
2019,50000,Diesel,Individual,Manual,2,7,98.6,21.9,1498,1100000
2011,70000,Diesel,Individual,Manual,1,5,74,22.9,1248,325000
2017,50000,Diesel,Individual,Manual,1,8,83.8,21.04,1461,800000
2018,80000,Diesel,Individual,Manual,1,5,98.96,23,1498,950000
2013,120000,Diesel,Individual,Manual,4,5,74,22.9,1248,300000
2013,68697,Petrol,Individual,Manual,3,5,55.2,21.1,814,200000
2014,70000,Diesel,Individual,Manual,1,5,73.94,23.2,1248,425000
2015,126000,Diesel,Individual,Manual,3,5,87.2,21.43,1364,790000
2015,129000,Diesel,Individual,Manual,3,5,87.2,21.43,1364,780000
2010,55000,Petrol,Individual,Manual,2,5,68.05,19.81,1086,180000
2019,40000,Diesel,Individual,Manual,1,5,98.96,23,1498,869999
2011,50000,Diesel,Individual,Manual,1,5,88.8,21.12,1248,275000
2016,25000,Petrol,Individual,Manual,1,5,47.3,22.74,796,315000
2011,70000,Diesel,Individual,Manual,2,5,70,23.57,1396,189000
2014,120000,Diesel,Individual,Manual,1,5,74,23.4,1248,580000
2017,80000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,680000
2017,80000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,670000
2010,80000,Petrol,Individual,Manual,2,5,67.1,20.92,998,240000
2016,22000,Petrol,Individual,Automatic,1,4,37.48,21.9,624,220000
2013,100000,Diesel,Individual,Manual,2,5,76.9,22.1,1248,225000
2014,70000,Diesel,Individual,Manual,2,5,74,23.4,1248,600000
2019,10000,Petrol,Individual,Manual,1,5,81.8,20.89,1197,500000
2019,16034,Diesel,Dealer,Manual,1,5,98.96,21.7,1498,950000
2012,156040,Diesel,Dealer,Manual,1,5,68,20,1399,250000
2017,46000,Petrol,Individual,Manual,1,5,81.8,22,1197,509999
2018,5000,Petrol,Individual,Manual,1,5,67.05,21.79,998,469000
2019,30000,Diesel,Individual,Manual,1,5,98.96,23,1498,906000
2011,85000,Diesel,Individual,Manual,1,5,68,20,1399,160000
2012,80000,Diesel,Individual,Manual,2,5,74,22.9,1248,325000
2008,70000,Petrol,Individual,Manual,2,5,46.3,19.7,796,150000
2014,2350,Petrol,Individual,Manual,1,5,55.2,21.1,814,250000
2011,50000,Petrol,Individual,Manual,1,5,46.3,19.7,796,175000
2010,58000,Petrol,Individual,Manual,1,5,46.3,19.7,796,175000
2012,110000,Petrol,Individual,Manual,1,5,46.3,19.7,796,160000
2010,60000,Petrol,Individual,Manual,3,5,46.3,19.7,796,160000
2012,100000,Diesel,Individual,Manual,1,5,88.76,21.27,1396,400000
2013,120000,Diesel,Individual,Manual,1,5,67.06,23.59,1364,451000
2012,70000,Diesel,Individual,Manual,3,5,88.8,21.12,1248,300000
2017,59500,Petrol,Individual,Manual,2,5,67.04,23.1,998,421000
2011,75500,Diesel,Individual,Manual,2,5,90,23,1396,395000
2013,60000,Petrol,Individual,Manual,1,5,47.3,22.74,796,270000
2017,77524,Diesel,Dealer,Manual,1,5,89.84,22.7,1498,875000
2018,25000,Petrol,Individual,Automatic,1,5,83.1,21.4,1197,800000
2017,42000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,530000
2015,80000,Petrol,Individual,Manual,1,5,83.14,20.85,1197,450000
2011,60000,Petrol,Individual,Manual,1,5,67.1,20.92,998,235000
2013,240000,Diesel,Individual,Manual,1,5,74,23.4,1248,550000
2015,120000,Diesel,Individual,Manual,2,5,103.2,20.34,1498,515000
2009,35000,Petrol,Individual,Manual,3,5,68.05,19.81,1086,160000
2007,120000,Petrol,Individual,Manual,2,5,46.3,19.7,796,110000
2007,60000,Petrol,Individual,Manual,2,5,46.3,19.7,796,128000
2007,80000,Petrol,Individual,Manual,3,5,46.3,19.7,796,150000
2018,15000,Petrol,Individual,Manual,1,5,100.5,21.1,998,750000
2017,40000,Petrol,Individual,Manual,1,5,81.8,20.89,1197,370000
2019,20000,Petrol,Individual,Automatic,1,5,83.1,21.4,1197,600000
2013,50000,Diesel,Individual,Manual,2,7,88.8,20.77,1248,600000
2010,64000,Diesel,Individual,Manual,3,5,73.9,21.1,1248,225000
2018,30000,Petrol,Individual,Manual,1,5,67.04,20.51,998,465000
2015,120000,Diesel,Individual,Manual,2,7,83.8,21.04,1461,415000
2018,12000,Petrol,Individual,Manual,1,5,81.8,20.4,1197,459999
2018,25000,Petrol,Individual,Automatic,1,5,81.8,22,1197,640000
2017,50000,Petrol,Individual,Automatic,1,5,67,20.51,998,350000
2018,5000,Petrol,Individual,Automatic,2,5,67,20.51,998,445000
2015,15000,Diesel,Individual,Manual,2,7,88.76,20.77,1248,580000
2020,20000,Diesel,Individual,Manual,1,5,88.7,22.1,1396,1050000
2015,50000,Diesel,Individual,Manual,1,5,98.59,22.77,1498,600000
2017,15000,Petrol,Individual,Manual,1,5,67.04,23.1,998,483000
2020,5000,Petrol,Individual,Automatic,1,5,81.8,20.89,1197,600000
2018,120000,Petrol,Individual,Manual,1,5,68.05,20.3,998,340000
2011,100000,Petrol,Individual,Manual,2,5,85.8,21.1,1197,200000
2012,77000,Diesel,Individual,Manual,1,5,126.32,22.32,1582,432000
2011,120000,Diesel,Individual,Manual,3,5,90,23,1396,250000
2017,40000,Petrol,Individual,Manual,1,5,67.04,20.51,998,475000
2015,20000,Petrol,Individual,Automatic,1,5,67,20.51,998,400000
2015,40000,Petrol,Individual,Manual,2,5,67.04,20.51,998,350000
2018,10000,Petrol,Individual,Manual,1,5,84,20.3,1199,550000
2013,63000,Diesel,Individual,Manual,1,5,74,23.4,1248,430000
2011,35000,Petrol,Individual,Manual,1,5,46.3,19.7,796,220000
2010,110000,Diesel,Individual,Manual,2,5,68,20,1399,200000
2017,27000,Diesel,Individual,Manual,2,5,126.2,19.67,1582,1150000
2016,30000,Diesel,Individual,Manual,1,5,98.96,21.7,1498,725000
2014,125000,Diesel,Individual,Automatic,1,5,126.32,22.32,1582,736000
2010,80500,Petrol,Individual,Manual,2,5,46.3,19.7,796,180000
2014,200000,Diesel,Individual,Manual,1,5,67.04,23.59,1364,409999
2006,110000,Diesel,Individual,Manual,2,5,58,20.8,1527,80000
2005,90000,Petrol,Individual,Manual,2,5,46.3,19.7,796,110000
2018,18000,Diesel,Individual,Manual,1,5,108.62,21.66,1498,560000
2016,65755,Petrol,Individual,Manual,1,5,83.1,21.4,1197,480000
2019,2600,Diesel,Individual,Manual,1,5,98.96,23,1498,960000
2017,15000,Petrol,Individual,Manual,2,5,55.2,21.1,814,310000
2014,60000,Diesel,Individual,Manual,1,5,74,23.4,1248,500000
2017,50000,Diesel,Individual,Automatic,1,5,108.45,19.6,1461,850000
2019,20000,Diesel,Individual,Automatic,1,5,126.2,22,1582,1200000
2013,70000,Diesel,Individual,Manual,2,5,73.9,22.07,1199,365000
2017,50000,Diesel,Individual,Manual,1,5,108.45,19.6,1461,880000
2018,20000,Petrol,Individual,Manual,1,5,67,23.01,999,320000
2015,60000,Diesel,Individual,Manual,1,5,83.8,20.45,1461,550000
2015,110000,Petrol,Individual,Manual,1,5,67.04,20.51,998,300000
2016,152000,Diesel,Individual,Manual,1,5,88.73,21.19,1396,580000
2012,110000,Diesel,Individual,Manual,3,5,74,22.9,1248,300000
2012,150000,Diesel,Individual,Manual,2,5,103.6,20.54,1598,300000
2012,110000,Diesel,Individual,Manual,1,5,90,23,1396,350000
2015,120000,Diesel,Individual,Manual,2,5,126.2,19.67,1582,880000
2016,110000,Diesel,Individual,Manual,1,5,88.73,21.19,1396,660000
2012,110000,Diesel,Individual,Manual,2,5,103.6,19.7,1598,400000
2013,230000,Diesel,Individual,Manual,1,5,68.1,20,1399,229999
2018,19000,Petrol,Individual,Manual,1,5,67.04,20.51,998,380000
2019,10000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,579000
2012,30000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,270000
2010,200400,Petrol,Individual,Manual,2,5,68.05,19.81,1086,187000
2008,110000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,195000
2018,25000,Petrol,Individual,Manual,1,5,68,20.3,1086,500000
2016,26000,Petrol,Individual,Manual,2,5,67.04,20.51,998,385000
2008,70000,Petrol,Individual,Manual,3,5,46.3,19.7,796,120000
2016,20000,Petrol,Individual,Manual,1,5,91.1,20.73,1373,700000
2013,25000,Diesel,Individual,Manual,1,5,70,23.57,1396,290000
2019,25000,Petrol,Individual,Manual,1,5,84,20.3,1199,450000
2020,7300,Petrol,Individual,Manual,1,5,81.8,21.01,1197,650000
2010,100000,Petrol,Individual,Manual,1,5,46.3,19.7,796,150000
2013,80000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,425000
2010,60000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,260000
2014,110000,Diesel,Individual,Manual,2,5,88.8,20.14,1498,400000
2017,70000,Diesel,Individual,Manual,2,5,88.73,22.54,1396,575000
2012,95000,Diesel,Individual,Manual,1,5,103.6,19.7,1598,400000
2013,70000,Diesel,Individual,Manual,2,5,88.5,20.14,1498,350000
2014,35000,Petrol,Individual,Manual,1,5,81.8,20.52,1197,300000
2013,40000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,300000
2014,25000,Petrol,Individual,Manual,1,5,55.2,21.1,814,250000
2008,70000,Petrol,Individual,Manual,1,5,46.3,19.7,796,95000
2018,7800,Petrol,Individual,Manual,1,5,68,20.3,1086,475000
2016,50000,Petrol,Individual,Manual,1,5,81.8,20.4,1197,482000
2017,40000,Diesel,Individual,Manual,4,5,98.59,22.77,1498,625000
2019,15000,Petrol,Individual,Manual,1,5,67,23.01,999,420000
2016,9750,Petrol,Individual,Manual,2,5,68.05,19.81,1086,420000
2008,110000,Petrol,Individual,Manual,4,5,68.05,19.81,1086,185000
2015,50000,Petrol,Individual,Manual,2,5,47.3,22.74,796,210000
2012,120000,Diesel,Individual,Manual,2,5,88.8,21.5,1248,350000
2011,93000,Diesel,Individual,Manual,2,5,90,21.9,1396,350000
2012,27000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,290000
2011,30000,Petrol,Individual,Manual,1,5,67.1,20.92,998,225000
2014,80000,Petrol,Individual,Manual,1,5,67.04,23.1,998,300000
2014,125000,Diesel,Individual,Manual,1,5,126.32,22.32,1582,600000
2013,120000,Diesel,Individual,Manual,3,7,88.8,20.77,1248,600000
2016,25000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,735000
2015,125000,Diesel,Individual,Manual,1,8,83.8,21.04,1461,600000
2016,80000,Diesel,Individual,Manual,1,5,88.73,21.19,1396,720000
2014,100000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,545000
2011,100000,Diesel,Individual,Manual,2,5,103.6,20.54,1598,370000
2019,5000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,711000
2020,5500,Petrol,Individual,Manual,1,5,81.8,21.01,1197,749000
2016,80000,Diesel,Individual,Manual,2,5,108.45,19.64,1461,550000
2014,120000,Diesel,Individual,Manual,3,5,126.32,22.32,1582,575000
2017,40000,Petrol,Individual,Manual,2,5,84,20.3,1199,600000
2012,120000,Diesel,Individual,Manual,1,5,88.7,23.5,1498,390000
2010,110000,Diesel,Individual,Manual,1,5,90,23,1396,340000
2014,80000,Diesel,Individual,Manual,2,5,74,23.4,1248,530000
2014,46000,Petrol,Dealer,Manual,1,5,67.04,21.63,998,415000
2017,20000,Petrol,Dealer,Automatic,1,5,67,22,999,375000
2013,37000,Petrol,Dealer,Manual,1,5,78.9,20.36,1197,291000
2017,34000,Petrol,Dealer,Manual,2,5,83.1,21.4,1197,600000
2010,50000,Petrol,Dealer,Manual,1,5,78.9,20.36,1197,225000
2013,77000,Diesel,Dealer,Manual,1,5,73.9,21.1,1248,390000
2010,150000,Petrol,Individual,Manual,3,5,46.3,19.7,796,85000
2012,40000,Petrol,Individual,Manual,1,5,55.2,21.1,814,150000
2011,70000,Petrol,Individual,Manual,3,5,78.9,20.36,1197,220000
2017,60000,Diesel,Individual,Manual,1,5,88.7,21.38,1396,957000
2010,90000,Petrol,Individual,Manual,3,5,78.9,20.36,1197,170000
2019,25000,Diesel,Individual,Manual,1,5,115,20,1497,1200000
2019,13000,Diesel,Individual,Manual,1,5,88.76,22.54,1396,834000
2014,40000,Diesel,Individual,Manual,3,5,88.8,20.14,1498,575000
2012,100000,Diesel,Individual,Manual,2,5,103.6,20.54,1598,400000
2017,35000,Petrol,Individual,Manual,2,5,68.05,20.3,998,250000
2016,35000,Diesel,Individual,Manual,2,5,98.59,22.77,1498,825000
2016,70000,Diesel,Individual,Manual,1,5,73.94,23.2,1248,425000
2009,90000,Diesel,Individual,Manual,1,5,73.9,21.1,1248,240000
2016,154000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,1150000
2013,109000,Diesel,Individual,Manual,2,5,108.45,19.64,1461,520000
2016,39000,Petrol,Individual,Manual,3,5,67.04,20.51,998,380000
2014,90000,Diesel,Individual,Manual,1,5,103.6,20.54,1598,575000
2009,110000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,142000
2013,190000,Diesel,Individual,Manual,2,5,74,23.4,1248,430000
2019,40000,Petrol,Individual,Manual,1,5,81.86,20.14,1197,509999
2016,112000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,616000
2014,60000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,225000
2011,80000,Petrol,Individual,Manual,2,5,55.2,21.1,814,129000
2012,60000,Diesel,Individual,Manual,1,5,68,20,1399,225000
2012,70000,Diesel,Individual,Manual,1,5,126.32,22.32,1582,459999
2009,110000,Petrol,Individual,Manual,2,5,46.3,19.7,796,115999
2019,26000,Diesel,Dealer,Manual,1,5,98.96,23,1498,1050000
2017,43000,Diesel,Dealer,Manual,1,5,88.73,22.54,1396,750000
2018,4773,Petrol,Dealer,Manual,1,5,81.8,22,1197,730000
2017,57900,Diesel,Dealer,Manual,1,7,98.6,21.9,1498,940000
2013,62000,Petrol,Dealer,Manual,1,5,81.8,22,1197,411000
2016,66000,Diesel,Dealer,Manual,1,5,88.8,20.14,1498,540000
2015,23999,Petrol,Dealer,Automatic,1,5,67.04,23.1,998,411000
2012,145000,Diesel,Individual,Manual,3,5,74,22.9,1248,350000
2011,125000,Diesel,Individual,Manual,4,5,103.6,20.54,1598,275000
2011,131000,Diesel,Individual,Manual,4,5,103.6,20.54,1598,280000
2019,45000,Petrol,Individual,Automatic,1,5,81.8,22,1197,700000
2018,50000,Petrol,Individual,Manual,1,5,67,21.63,998,459999
2018,30000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,800000
2013,90000,Diesel,Individual,Manual,1,5,63.12,23.08,1461,290000
2011,15000,Petrol,Individual,Manual,3,5,46.3,19.7,796,141000
2009,70000,Petrol,Individual,Manual,2,5,46.3,19.7,796,125000
2017,40000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,700000
2017,70000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,700000
2018,35000,Diesel,Individual,Manual,1,5,126.2,22,1582,1150000
2015,110000,Diesel,Individual,Manual,1,5,84.8,21.64,1461,530000
2007,90000,Petrol,Individual,Manual,2,5,46.3,19.7,796,130000
2011,105000,Diesel,Individual,Manual,2,5,90,21.9,1396,270000
2013,40000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,375000
2014,80000,Diesel,Individual,Manual,2,5,73.94,23.2,1248,425000
2018,25000,Diesel,Individual,Manual,1,5,98.96,23,1498,900000
2011,40000,Diesel,Individual,Manual,2,5,68,20,1399,229999
2012,70000,Diesel,Individual,Manual,1,5,68,20,1399,300000
2010,110000,Diesel,Individual,Manual,3,5,73.9,21.1,1248,220000
2015,90000,Diesel,Individual,Manual,1,5,88.8,20.14,1498,550000
2010,148000,Diesel,Individual,Manual,2,5,90,23,1396,350000
2015,155000,Diesel,Individual,Manual,2,5,74,22.3,1248,250000
2015,45000,Petrol,Individual,Manual,1,5,55.2,21.1,814,300000
2014,20000,Petrol,Individual,Manual,1,5,55.2,21.1,814,250000
2013,90000,Diesel,Individual,Manual,2,5,74,22.9,1248,335000
2016,80000,Petrol,Individual,Manual,2,5,83.14,20.85,1197,488000
2020,5000,Petrol,Individual,Manual,1,5,81.8,21.21,1197,570000
2014,70000,Petrol,Individual,Manual,1,5,55.2,21.1,814,229999
2014,130000,Diesel,Individual,Manual,1,7,88.8,20.77,1248,620000
2013,188000,Diesel,Individual,Manual,2,5,74,22.9,1248,400000
2008,48676,Petrol,Individual,Manual,1,8,35,19.7,796,110000
2007,70000,Petrol,Individual,Manual,1,5,46.3,19.7,796,100000
2017,60000,Diesel,Individual,Manual,1,5,98.59,22.77,1498,900000
2017,120000,Diesel,Individual,Manual,2,5,67.04,23.59,1364,650000
2013,250000,Diesel,Individual,Manual,1,5,83.8,20.46,1461,475000
2019,15000,Petrol,Individual,Manual,1,5,68,20.3,1086,425000
2016,30000,Petrol,Individual,Manual,1,5,67.04,20.51,998,400000
2011,153000,Diesel,Individual,Manual,1,5,126.32,22.32,1582,390000
2013,149000,Diesel,Individual,Manual,1,5,74,23.4,1248,475000
2012,80000,Diesel,Individual,Manual,4,5,88.8,21.5,1248,380000
2018,12000,Petrol,Individual,Manual,1,5,81.8,20.89,1197,535000
2011,40000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,215000
2015,120000,Petrol,Individual,Manual,1,5,67.04,20.51,998,335000
2013,100000,Diesel,Individual,Manual,2,5,74,23.4,1248,409999
2011,70000,Diesel,Individual,Manual,2,5,68,20,1399,170000
2012,70000,Petrol,Individual,Manual,1,5,46.3,19.7,796,145000
2018,27000,Diesel,Individual,Manual,1,5,88,20.14,1498,681000
2010,80000,Petrol,Individual,Manual,2,5,46.3,19.7,796,140000
2007,120000,Petrol,Individual,Manual,3,5,46.3,19.7,796,110000
2014,120000,Diesel,Individual,Manual,1,5,74,22.3,1248,225000
2012,70000,Petrol,Individual,Manual,1,5,46.3,19.7,796,135000
2006,100000,Petrol,Individual,Manual,2,5,46.3,19.7,796,65000
2014,120000,Diesel,Individual,Manual,2,5,74,23.4,1248,465000
2013,50000,Diesel,Individual,Manual,1,5,76.9,22.1,1248,295000
2013,76460,Diesel,Individual,Manual,1,5,126.32,22.32,1582,700000
2011,125000,Diesel,Individual,Manual,2,5,68,20,1399,180000
2012,110000,Diesel,Individual,Manual,2,5,65,20.8,1461,225000
2017,25000,Petrol,Individual,Manual,1,5,55.2,21.1,814,310000
2013,110000,Petrol,Individual,Manual,2,5,68.05,19.81,1086,245000
2014,80000,Petrol,Individual,Manual,1,5,55.2,21.1,814,250000
2015,110000,Diesel,Individual,Manual,1,5,98.59,22.77,1498,551000
2019,60000,Petrol,Individual,Manual,1,5,81.86,20.14,1197,500000
2012,100000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,360000
2018,53000,Diesel,Individual,Manual,1,5,98.96,23,1498,700000
2011,40000,Petrol,Individual,Manual,3,5,46.3,19.7,796,148000
2011,91000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,200000
2013,80000,Diesel,Individual,Manual,1,5,73.94,23.2,1248,245000
2013,120000,Diesel,Individual,Manual,1,5,126.24,22.7,1582,615000
2011,60000,Petrol,Individual,Manual,3,5,46.3,19.7,796,130000
2011,222300,Diesel,Individual,Manual,1,5,73.9,22.07,1199,220000
2013,120000,Diesel,Individual,Manual,1,5,73.94,23.2,1248,295000
2017,20000,Petrol,Individual,Manual,1,5,81.8,22,1197,509999
2015,20000,Petrol,Individual,Manual,1,5,68.05,19.81,1086,350000
2018,20000,Petrol,Individual,Manual,1,5,67,23.01,999,395000
2012,120000,Diesel,Individual,Manual,2,5,103.6,20.54,1598,280000
2012,100000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,420000
2013,100000,Diesel,Individual,Manual,2,5,73.94,23.2,1248,300000
2013,185000,Diesel,Individual,Manual,1,5,74,23.4,1248,350000
2012,140000,Diesel,Individual,Manual,1,7,88.76,20.77,1248,350000
2018,21900,Petrol,Dealer,Manual,1,5,53.26,20.71,799,360000
2016,100000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,700000
2015,22500,Petrol,Individual,Manual,1,5,67.04,20.51,998,400000
2012,175000,Diesel,Individual,Manual,2,5,88.8,21.5,1248,325000
2014,150360,Diesel,Individual,Manual,1,5,126.32,22.32,1582,645000
2011,70000,Petrol,Individual,Manual,1,5,67.1,20.92,998,180000
2013,120000,Diesel,Individual,Manual,2,7,88.76,20.77,1248,450000
2014,90000,Diesel,Individual,Manual,2,5,74,22.9,1248,390000
2011,110000,Petrol,Individual,Manual,4,5,46.3,19.7,796,122000
2012,40000,Diesel,Individual,Manual,2,5,90,23,1396,330000
2011,100000,Petrol,Individual,Manual,3,5,78.9,20.36,1197,215000
2013,42130,Petrol,Individual,Manual,1,5,55.2,21.1,814,250000
2010,53000,Petrol,Individual,Manual,2,5,85.8,21.1,1197,180000
2019,10000,Petrol,Individual,Manual,1,5,81.8,21.01,1197,556000
2016,37000,Petrol,Individual,Manual,1,5,83.14,20.85,1197,550000
2017,47000,Diesel,Individual,Manual,2,5,126.2,19.67,1582,1125000
2015,57000,Diesel,Individual,Manual,1,5,88.7,23,1248,450000
2014,60000,Diesel,Individual,Manual,1,5,74,23.4,1248,470000
2015,40000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,550000
2015,160000,Diesel,Individual,Manual,2,5,88.73,22.54,1396,550000
2013,90000,Diesel,Individual,Manual,3,5,73.9,22.07,1199,280000
2013,75000,Petrol,Individual,Manual,2,5,55.2,21.1,814,225000
2017,29000,Diesel,Individual,Manual,1,5,108.495,22,1498,600000
2015,138000,Diesel,Individual,Manual,1,5,98.59,22.77,1498,550000
2013,125000,Diesel,Individual,Manual,3,5,126.3,22.32,1582,475000
2013,180000,Diesel,Individual,Manual,2,5,74,23.4,1248,385000
2012,80000,Diesel,Individual,Manual,1,5,83.8,19.87,1461,450000
